CHROM	GeneStart	GeneEnd	GeneName
3	57293699	57544344	DNAH12
3	57556254	57560004	PDE12
3	57571363	57597140	ARF4
3	57625454	57693018	DENND6A
3	57757256	57927388	SLMAP
3	58008400	58170762	FLNB
3	58237532	58293765	ABHD6
3	58306245	58317496	RPP14
3	58332890	58424960	PXK
3	58427630	58433809	PDHB
3	58492096	58501632	KCTD6
3	58505136	58537202	ACOX2
3	58564112	58626994	FAM107A
3	59749310	61251459	FHIT
3	61561569	62293307	PTPRG
3	62398346	62875029	CADPS
3	63278238	63615481	SYNPR
3	63833870	63863790	THOC7
3	64010549	64023835	PSMD6
3	64093850	64225455	PRICKLE2
3	65354231	66038308	MAGI1
3	66133610	66377807	SLC25A26
3	66378797	66500407	LRIG1
3	67360460	67654586	SUCLG2
3	67991592	68544503	FAM19A1
3	68975212	69013894	EOGT
3	69019827	69052086	TMF1
3	69054730	69080353	UBA3
3	69084939	69104636	ARL6IP5
3	69168783	69385989	FRMD4B
3	69739435	69965248	MITF
3	70954714	71583989	FOXP1
3	71679289	71754773	EIF4E3
3	72374593	72446623	RYBP
3	72996968	73065722	PPP4R2
3	73382430	73624825	PDZRN3
3	74262569	74521112	CNTN3
3	77040143	77646055	ROBO2
3	78597238	79767909	ROBO1
3	81489699	81761517	GBE1
3	84958982	86066783	CADM2
3	87227263	87253822	CHMP2B
3	88051950	88149866	CGGBP1
3	88149743	88156635	C3orf38
3	89107524	89479502	EPHA3
3	93873037	93973749	PROS1
3	96814581	97748701	EPHA6
3	97764521	97801242	ARL6
3	97822040	97943314	CRYBG3
3	98497681	98498631	OR5K2
3	98515473	98522855	CLDND1
3	98579446	98593504	CPOX
3	98795970	98901326	DCBLD2
3	99817834	100178388	CMSS1
3	99833144	100114513	FILIP1L
3	100260817	100323668	TBC1D23
3	100334718	100355268	NIT2
3	100709290	100748531	TFG
3	100749335	100993405	ABI3BP
3	101561836	101565993	TRMT10C
3	101574198	101592753	PCNP
3	101649439	101676914	ZBTB11
3	101681090	101686676	RPL24
3	101724593	101765551	CEP97
3	105366713	105576913	ALCAM
3	105658265	105869043	CBLB
3	107522936	107805527	BBX
3	108043094	108090908	CD47
3	108160812	108222322	IFT57
3	108380369	108529265	MYH15
3	108589490	108694846	DZIP3
3	111674676	111845869	PLCXD2
3	111732480	111974563	PHLDB2
3	111978876	111991721	ABHD10
3	111998739	112013551	TAGLN3
3	112333069	112361550	CD200
3	112532507	112561528	ATG3
3	112604386	112641143	CCDC80
3	112990953	113000919	GTPBP8
3	113532371	113627708	SIDT1
3	113716460	113745949	NAA50
3	113747019	113809427	ATP6V1A
3	113838834	113945478	GRAMD1C
3	113947901	113960733	ZDHHC23
3	114314500	115147280	ZBTB20
3	115623304	115720882	GAP43
3	115802363	116445031	LSAMP
3	118900631	119146051	IGSF11
3	119294373	119416264	ARHGAP31
3	119468938	119492438	POGLUT1
3	119498521	119523756	TIMMDC1
3	119579433	119587878	ADPRH
3	119669525	119677310	COX17
3	119821955	120093434	GSK3B
3	120324729	120349243	LRRC58
3	120394214	120451071	FSTL1
3	120596281	120602270	NDUFB4
3	120628168	120682111	HGD
3	120686681	120742507	RABL3
3	120742711	120781470	GTF2E1
3	120908203	121419097	STXBP5L
3	121593323	121626910	FBXO40
3	121631398	121660948	HCLS1
3	121663199	121749767	GOLGB1
3	121769763	121835079	IQCB1
3	121894324	121941007	SLC15A2
3	122325164	122341567	CSTA
3	122359591	122383224	CCDC58
3	122384176	122409831	FAM162A
3	122421901	122514939	KPNA1
3	122527911	122564676	PARP9
3	122564338	122571747	DTX3L
3	122680825	122728597	PARP14
3	122739997	122793680	HSPBAP1
3	122909193	123028605	SEMA5B
3	123067009	123161960	PDIA5
3	123201927	123271722	SEC22A
3	123282296	123448545	ADCY5
3	123494516	123585027	HACD2
3	123612296	123884302	MYLK
3	124094711	124719470	KALRN
3	124730366	124744084	UMPS
3	124761949	124887000	ITGB5
3	124965710	125055890	HEG1
3	125225669	125375354	ZNF148
3	125446644	125520172	SNX4
3	125528858	125594800	OSBPL11
3	126006357	126101548	SLC41A3
3	126103561	126180968	ALDH1L1
3	126607052	126654990	TXNRD3
3	126704220	126960201	CHCHD6
3	126988594	127034017	PLXNA1
3	127598357	127621773	MCM2
3	127629159	127672480	PODXL2
3	127689062	127823250	MGLL
3	128052369	128069662	SEC61A1
3	128080957	128123724	RUVBL1
3	128153457	128408259	EEFSEC
3	128619970	128650800	RPN1
3	128726136	128813422	RAB7A
3	128879490	128912607	ACAD9
3	129087569	129122150	RAB43
3	129127416	129160975	ISY1
3	129167815	129183967	CNBP
3	129249610	129277424	COPG1
3	129278841	129304825	HMCES
3	129314771	129315902	H1FX
3	129440036	129520265	IFT122
3	129555213	129606639	PLXND1
3	129647792	129893576	TMCC1
3	130678934	130746852	PIK3R4
3	130850525	131016247	ATP2C1
3	131381671	131383442	NUDT16
3	131462201	131502821	MRPL3
3	131533560	132039606	CPNE4
3	132417709	132538282	DNAJC13
3	132558138	132659751	ACAD11
3	132654446	132676526	UBA5
3	133573590	133588359	CDV3
3	133746133	133778620	TF
3	133784033	133819766	SRPRB
3	133824236	133895466	RAB6B
3	133932696	134029802	SLCO2A1
3	134355345	134375300	AMOTL2
3	134477704	134486021	ANAPC13
3	134795257	135259120	EPHB1
3	136250325	136330026	PCCB
3	136337157	136752403	STAG1
3	136819019	136855699	SLC35G2
3	136862208	136948453	NCK1
3	138160988	138174795	DBR1
3	138187248	138295892	ARMC8
3	138347648	138402269	MRAS
3	138608700	138633079	FAIM
3	138652698	138759343	PIK3CB
3	139344019	139357014	MRPS22
3	139357591	139389550	COPB2
3	139517434	139539718	RBP1
3	139560181	139678043	NMNAT3
3	139935185	140566253	CLSTN2
3	140941820	140976453	SLC25A36
3	141324213	141445976	ZBTB38
3	141487047	141612313	RASA2
3	141738209	141745277	RNF7
3	141876628	141925701	ATP1B3
3	142306607	142447944	XRN1
3	142449235	142578704	ATR
3	142596387	142712007	PLS1
3	142961231	142963336	PAQR9
3	143001530	143056450	U2SURP
3	143265222	143848322	SLC9A9
3	146069441	146160989	PLOD2
3	146192336	146251179	PLSCR4
3	146515180	146544841	PLSCR1
3	148991408	149026991	GYG1
3	149030117	149086336	HLTF
3	149129584	149172222	HPS3
3	149162410	149221792	CP
3	149738470	149752444	COMMD2
3	149812688	149961104	RNF13
3	149964905	149970856	PFN2
3	150408335	150458636	TSC22D2
3	150546787	150583911	EIF2A
3	151336843	151384812	P2RY12
3	152268040	152465779	MBNL1
3	152834947	152836904	P2RY1
3	153162212	153163245	RAP2B
3	155079647	155180459	MME
3	155479882	155704208	PLCH1
3	155762612	155806252	C3orf33
3	155826511	155853997	SLC33A1
3	155870536	155937692	GMPS
3	156120548	156536747	KCNAB1
3	156539553	156555089	SSR3
3	157146502	157160094	CCNL1
3	158110052	158544275	RSRC1
3	158571164	158605202	MLF1
3	158644528	158691467	GFM1
3	158666414	158672478	LXN
3	160256986	160399532	IFT80
3	160494995	160565282	KPNA4
3	160756208	161069157	PPM1L
3	161083883	161105372	B3GALNT1
3	161221311	161250910	NMD3
3	165186720	165196681	SLITRK3
3	165772904	165837465	BCHE
3	167683906	167734842	PDCD10
3	167735644	167825323	SERPINI1
3	168008673	168095285	GOLIM4
3	169966792	169993063	SEC62
3	170087580	170181715	PHC3
3	170222432	170303127	PRKCI
3	170418865	170432756	CLDN11
3	170459554	170586074	SLC7A14
3	170888415	170908637	EIF5A2
3	171062503	171460063	TNIK
3	171600405	171810494	PLD1
3	172630645	172711080	NCEH1
3	173398448	174281303	NLGN1
3	177020754	177197260	TBL1XR1
3	179017225	179071868	ZMAT3
3	179148523	179234364	PIK3CA
3	179347692	179392059	MFN1
3	179396088	179451583	GNB4
3	179562880	179588010	ACTL6A
3	179588466	179604624	MRPL47
3	179604787	179624040	NDUFB5
3	179653145	179784141	USP13
3	179794959	180036599	PEX5L
3	180912446	180976292	FXR1
3	180983710	180989602	DNAJC19
3	181711924	181713314	SOX2
3	182793503	182918104	ATP11B
3	182938158	182985953	DCUN1D1
3	183015218	183099440	MCCC1
3	183178004	183427977	MCF2L2
3	183697818	183810583	YEATS2
3	183815876	183825547	MAP6D1
3	183829385	183884846	PARL
3	183919936	184017939	ABCC5
3	184135022	184144943	EIF2B5
3	184155496	184170755	DVL3
3	184174846	184183616	AP2M1
3	184186075	184193698	ABCF3
3	184230529	184242038	VWA5B2
3	184249657	184292238	ECE2
3	184259215	184261285	CAMK2N2
3	184299098	184308890	PSMD2
3	184314495	184334908	EIF4G1
3	184335929	184344970	FAM131A
3	184346185	184361479	CLCN2
3	184361714	184368305	POLR2H
3	184380073	184389422	CHRD
3	184561799	184581622	EPHB3
3	184812143	185052025	VPS8
3	185190624	185254022	EHHADH
3	185282941	185482456	MAP3K13
3	185489601	185498961	TMEM41A
3	185586243	185629844	SENP2
3	185914570	185937860	TRA2B
3	186147201	186362234	DGKG
3	186570676	186585408	DNAJB11
3	186613061	186620930	AHSG
3	186665952	186677883	HRG
3	186717309	186743785	KNG1
3	186783572	186789269	EIF4A2
3	186789893	186806695	RFC4
3	187197486	187200070	RTP1
3	187216085	187291632	MASP1
3	187668906	187670291	SST
3	188153873	188874479	LPP
3	190514051	190656607	IL1RAP
3	191329085	191391760	CCDC50
3	192139393	192727599	FGF12
3	192796816	192917840	MB21D2
3	193398967	193554799	ATP13A4
3	193593144	193697811	OPA1
3	194339765	194351328	CPN2
3	194402674	194468239	ATP13A3
3	194640788	194672162	LSG1
3	195068279	195271058	XXYLT1
3	195274736	195442847	ACAP2
3	195514422	195543025	PPP1R2
3	195568702	195584205	APOD
3	195863364	195909009	TNK2
3	196049284	196082161	TFRC
3	196238382	196287713	PCYT1A
3	196291219	196318152	TCTEX1D2
3	196353498	196432399	UBXN7
3	196568854	196584318	FBXO45
3	196712374	196733902	PIGX
3	196739857	196828405	PAK2
3	196935402	196942503	NCBP2
3	196942623	196944013	NCBP2-AS2
3	197042560	197299272	DLG1
3	197749553	197781909	FYTTD1
3	197791226	197871471	LRCH3
3	197950181	197955773	RPL35A
3	197960200	198038667	LMLN
4	499200	539369	PIGG
4	784957	826157	CPLX1
4	849277	932187	GAK
4	932387	958496	TMEM175
4	958884	973482	DGKQ
4	986997	1004393	IDUA
4	1211440	1248955	CTBP1
4	1289851	1339169	MAEA
4	1793312	1807262	FGFR3
4	1811479	1855950	LETM1
4	1982714	2008992	NELFA
4	2041993	2043926	C4orf48
4	2059512	2064127	NAT8L
4	2269597	2418323	ZFYVE28
4	2625432	2731868	FAM193A
4	2793023	2833834	SH3BP2
4	2843857	2928523	ADD1
4	2930561	2934859	MFSD10
4	2937937	2963319	NOP14
4	3074510	3240059	HTT
4	3314147	3439684	RGS12
4	3503597	3532412	LRPAP1
4	4235542	4248202	TMEM128
4	4267701	4290169	LYAR
4	4386256	4417435	NSG1
4	4418969	4541964	STX18
4	5820764	5892969	CRMP1
4	6026199	6200591	JAKMIP1
4	6269850	6302468	WFS1
4	6320578	6563600	PPP2R2C
4	6575174	6621285	MAN2B2
4	6640091	6642743	MRFAP1
4	6716115	6716863	BLOC1S4
4	6782732	6880966	KIAA0232
4	6909444	7030392	TBC1D14
4	7043429	7055054	TADA2B
4	7060053	7068032	GRPEL1
4	7192647	7740264	SORCS2
4	7758713	7939926	AFAP1
4	7965310	8158689	ABLIM2
4	8366282	8440725	ACOX3
4	10074339	10116666	WDR1
4	13367723	13484150	RAB28
4	13568742	13627587	BOD1L1
4	15002674	15066380	CPEB2
4	15469865	15601425	CC2D2A
4	15778308	15848602	CD38
4	16160505	16226457	TAPT1
4	16501534	16898485	LDB2
4	17486393	17512054	QDPR
4	17577304	17607589	LAP3
4	17614628	17623798	MED28
4	17810813	17843425	NCAPG
4	20253564	20619009	SLIT2
4	20728616	21948751	KCNIP4
4	24527465	24584393	DHX15
4	24795463	24800244	SOD3
4	24806117	24980204	CCDC149
4	24998849	25030693	LGI2
4	25120005	25160369	SEPSECS
4	25377226	25418382	ANAPC4
4	25914192	25929191	SMIM20
4	26319710	26431007	RBPJ
4	26583924	26754947	TBC1D19
4	26860691	27022996	STIM2
4	30720408	31142849	PCDH7
4	36065998	36244357	ARAP2
4	37245068	37447217	NWD2
4	37590800	37686287	RELL1
4	37826660	37861612	PGM2
4	37891084	38137335	TBC1D1
4	38867733	38943557	FAM114A1
4	39044831	39121066	KLHL5
4	39182404	39285810	WDR19
4	39287449	39366241	RFC1
4	39454125	39458948	RPL9
4	39459024	39477115	LIAS
4	39498755	39527598	UGDH
4	39698044	39778434	UBE2K
4	39822863	39977956	PDS5A
4	40056904	40154237	N4BP2
4	40810027	41214618	APBB2
4	41256881	41268073	UCHL1
4	41359607	41697185	LIMCH1
4	41935120	41954199	TMEM33
4	41990506	42086126	SLC30A9
4	42408375	42656873	ATP8A1
4	44173903	44448523	KCTD8
4	44678416	44698681	GUF1
4	44701795	44726634	GNPDA2
4	46035770	46123913	GABRG1
4	46249565	46390039	GABRA2
4	46918900	46993435	GABRA4
4	47031278	47426018	GABRB1
4	47450794	47463651	COMMD8
4	47847233	47914667	NFXL1
4	48341596	48422077	SLAIN2
4	48483343	48488939	SLC10A4
4	48497363	48780299	FRYL
4	48831043	48860762	OCIAD1
4	48885380	48906828	OCIAD2
4	51843000	51913584	DCUN1D4
4	52020695	52038259	SGCB
4	52590961	52659150	USP46
4	52872984	53365941	SCFD2
4	53377653	53459449	FIP1L1
4	53460270	53591586	LNX1
4	54009791	54064300	CHIC2
4	54657928	54738557	KIT
4	55346221	55370091	SRD5A3
4	55395913	55425452	TMEM165
4	55427901	55546909	CLOCK
4	55853650	55904495	EXOC1
4	55948808	56033363	CEP135
4	56170195	56327804	KIAA1211
4	56393363	56435477	PPAT
4	56435749	56459538	PAICS
4	56467596	56501861	SRP72
4	56647988	56681706	HOPX
4	56963350	56977585	NOA1
4	56978640	57030988	POLR2B
4	57031071	57110351	IGFBP7
4	61497121	62070908	ADGRL3
4	65319563	65669742	EPHA5
4	67615761	67701119	UBA6
4	70655541	70666490	JCHAIN
4	70688479	70690117	UTP3
4	70704937	70806659	RUFY3
4	70815782	70839827	GRSF1
4	70902340	70982057	MOB1B
4	70993548	71029378	DCK
4	71187286	71567893	SLC4A4
4	71741694	71805520	GC
4	73054696	73069759	COX18
4	73074785	73258668	ANKRD17
4	73404255	73421412	ALB
4	73481745	73504001	AFM
4	73980825	73981953	PF4
4	73986439	73988103	PPBP
4	74158112	74301809	MTHFD2L
4	74933075	75046247	PARM1
4	75479037	75514286	RCHY1
4	75642769	75673483	G3BP2
4	75724522	75813295	USO1
4	75910655	75940949	NAAA
4	75949906	75990841	SDAD1
4	76011180	76112519	ART3
4	76114659	76148374	NUP54
4	76158739	76213543	SCARB2
4	76306026	76310000	STBD1
4	76435100	76779177	SHROOM3
4	76894929	76897849	SOWAHB
4	76949714	77034512	SEPT11
4	77713387	77819308	CNOT6L
4	77862651	77952607	MRPL1
4	78057570	78541124	FRAS1
4	78551588	78610115	ANXA3
4	78776378	78912033	BMP2K
4	79901617	80073472	ANTXR2
4	80185270	80203532	PRDM8
4	81087370	81215117	PRKG2
4	82353314	82373678	HNRNPD
4	82422564	82429690	HNRNPDL
4	82430480	82460120	ENOPH1
4	82484451	82561973	TMEM150C
4	82629537	82798537	SCD5
4	82818661	82891151	SEC31A
4	83035086	83075430	COPS4
4	83455932	83461197	MRPS18C
4	83535914	83604767	GPAT3
4	84582904	84648686	CDS1
4	84669540	84966391	WDFY3
4	85475131	86000722	ARHGAP24
4	86015123	86453130	MAPK10
4	86594315	86814551	PTPN13
4	87336525	87391070	HSD17B11
4	87422576	87458021	NUDT9
4	87473330	87529503	SPARCL1
4	87975650	87982896	SPP1
4	88090264	88231322	ABCG2
4	88257609	88284831	PPM1K
4	88520978	88523700	PYURF
4	88592423	88706960	HERC3
4	88695915	88697754	NAP1L5
4	88725954	89056964	FAM13A
4	89244278	89308010	GPRIN3
4	89724099	89838296	SNCA
4	90127533	91599057	CCSER1
4	92304399	93772498	GRID2
4	94207608	94289534	SMARCAD1
4	94298556	94342876	HPGDS
4	94451857	94666026	PDLIM5
4	94757977	95154673	BMPR1B
4	95162505	95548857	UNC5C
4	95840088	95841317	PDHA2
4	98261376	98442117	RAP1GDS1
4	98470367	98658226	TSPAN5
4	98878456	98929112	EIF4E
4	98995637	99061317	METAP1
4	99070979	99088700	ADH5
4	99123657	99144222	ADH4
4	99306387	99321331	ADH1B
4	99336492	99352675	ADH1C
4	99564078	99622848	MTTP
4	99878338	99894546	LAMTOR3
4	99896250	99946571	DNAJB14
4	99948087	99950170	H2AFZ
4	101023430	101346796	PPP3CA
4	102501329	102616594	NFKB1
4	102631486	102760894	MANBA
4	102868978	102887430	CISD2
4	103025491	103077371	SLC9B2
4	103077625	103099867	BDH2
4	105369077	105474050	PPA2
4	105682628	105708724	INTS12
4	105708784	105845577	GSTCD
4	106044317	106316704	TBCK
4	106315610	106347692	AIMP1
4	107613666	107720179	PAPSS1
4	107931561	107950423	CYP2U1
4	107989714	108034357	HADH
4	108620566	108630483	RPL34
4	108650585	108667265	OSTC
4	108742046	108762898	ETNPPL
4	108810721	109302367	COL25A1
4	109433772	109539675	SEC24B
4	109688629	109703395	CASP6
4	109709989	109729809	PLA2G12A
4	109740692	109801971	CFI
4	109815510	109824431	GAR1
4	110476073	110561558	ENPEP
4	112636964	112657327	LARP7
4	112818083	113381471	ANK2
4	113451032	113761068	CAMK2D
4	114598455	114676288	UGT8
4	118516340	118554204	CEP170P1
4	118685370	118710302	METTL14
4	118722823	118836171	SEC24D
4	118850688	119057934	SYNPO2
4	119296419	119304445	C4orf3
4	119494395	119628671	PDE5A
4	120059424	120066734	MAD2L1
4	121667997	121696992	ANXA5
4	121801317	121816856	EXOSC9
4	121824329	121870313	BBS7
4	122170603	122362247	KIAA1109
4	122826708	122892396	FGF2
4	122892644	122923004	NUDT6
4	122923070	123314064	SPATA5
4	124664049	124712732	ANKRD50
4	125316412	125491768	FAT4
4	127632932	127716436	INTU
4	127782298	127832874	HSPA4L
4	128061266	128210053	LARP1B
4	128269237	128287862	PGRMC2
4	129093674	129111791	C4orf33
4	133149290	133190160	PCDH10
4	138164094	138242069	SLC7A11
4	139015759	139045474	NOCT
4	139266163	139280158	MGARP
4	139289917	139302551	NDUFC1
4	139301522	139388084	NAA15
4	139453807	139473126	RAB33B
4	139495935	139556137	SETD7
4	139665768	139740745	MGST2
4	140257286	140381104	SCOC
4	140388453	140427661	CLGN
4	140524158	140550375	ELMOD2
4	140620782	140756045	TBC1D9
4	140865571	141132808	RNF150
4	141220887	141233989	ZNF330
4	142028029	142846451	INPP4B
4	143336830	143469189	GAB1
4	143513463	143553184	SMARCA5
4	144109303	144140635	GYPA
4	144645996	144737957	HHIP
4	144994575	145098541	ANAPC10
4	145098004	145127573	ABCE1
4	145133650	145179680	OTUD4
4	145481799	145557934	SMAD1
4	145619388	145655434	MMAA
4	146175683	146189656	LSM6
4	147617388	147634434	TMEM184C
4	147637785	147683987	PRMT9
4	147732302	148072081	ARHGAP10
4	148078764	148442520	NR3C2
4	150078274	150256247	DCLK2
4	150264659	151015497	LRBA
4	151099573	151104593	RPS3A
4	151120281	151228030	SH3D19
4	151670656	151760982	GATB
4	152321258	152535241	FBXW7
4	152779937	152910219	ARFIP1
4	153153118	153334966	TRIM2
4	153684289	153705262	TLR2
4	153710160	153759862	RNF175
4	154534997	154550308	PLRG1
4	154562980	154570650	FGB
4	154583128	154590687	FGA
4	154604134	154612609	FGG
4	155208629	155215085	NPY2R
4	155342660	155376970	MAP9
4	157076125	157170728	GLRB
4	157220584	157366074	GRIA2
4	158521714	158652055	RXFP1
4	158672101	158708527	ETFDH
4	158709127	158723288	PPID
4	158769030	158904544	FNIP2
4	159267846	159358139	RAPGEF2
4	161383892	162164034	FSTL5
4	163126708	163166727	NAF1
4	163323965	163332795	NPY1R
4	163471095	163473734	TKTL2
4	163494521	163519514	TMA16
4	163524298	164383255	MARCH1
4	165076078	165112773	TMEM192
4	165207618	165322060	KLHL2
4	165327666	165341946	MSMO1
4	165378945	165497610	CPE
4	166733385	167234590	SPOCK3
4	168216291	168318807	DDX60
4	168497066	168926385	PALLD
4	168987591	169010089	CBR4
4	169094256	169271098	SH3RF1
4	169393270	169612627	NEK1
4	169620521	169720065	CLCN3
4	169986597	170033028	MFAP3L
4	170060222	170090387	AADAT
4	173168753	173321717	GALNT7
4	173331376	173334444	HMGB2
4	173370942	173377327	SAP30
4	173388148	173399466	SCRG1
4	174283677	174331595	CEP44
4	174642011	174828811	GLRA3
4	175632937	176002590	GPM6A
4	176065834	176179579	WDR17
4	176319939	176328330	SPCS3
4	177430775	177442375	AGA
4	182323984	182800351	TENM3
4	182890091	182917313	DCTD
4	183099310	183315729	WWC2
4	183444636	183447427	CDKN2AIP
4	183639635	183658952	RWDD4
4	183659267	183712644	TRAPPC11
4	183905356	184017284	STOX2
4	184088706	184217819	ENPP6
4	184627696	184649475	CASP3
4	184755595	184826114	ACSL1
4	185143263	185146971	SLC25A4
4	185210130	185363465	SNX25
4	185399540	185425868	UFSP2
4	185500661	185535434	PDLIM3
4	185585444	185956716	SORBS2
4	186069155	186084873	TLR3
4	186191520	186210641	CYP4V2
4	186227518	186258212	KLKB1
4	186587783	186723833	FAT1
5	204760	218182	CCDC127
5	218223	256420	SDHA
5	271621	314515	PDCD6
5	443219	466898	EXOC3
5	659862	693395	TPPP
5	863735	892657	BRD9
5	1801382	1815916	NDUFS6
5	6371926	6378483	MED10
5	6599239	6632979	NSUN2
5	7396230	7826871	ADCY2
5	7859159	7869037	FASTKD3
5	7869104	7900058	MTRR
5	9035026	9546121	SEMA5A
5	10225508	10249873	FAM173B
5	10249921	10264783	CCT5
5	10277595	10308056	CMBL
5	10353639	10433684	MARCH6
5	10679230	10761068	DAP
5	10971841	11903853	CTNND2
5	14143720	14508422	TRIO
5	14664674	14693048	OTULIN
5	14704800	14871447	ANKH
5	15500196	15937186	FBXL7
5	16451519	16465665	ZNF622
5	16661907	16935808	MYO10
5	17216823	17275900	BASP1
5	19473046	20575873	CDH18
5	21750864	22853622	CDH12
5	24487100	24644976	CDH10
5	26880600	27038582	CDH9
5	31193655	31323308	CDH6
5	31400495	31532175	DROSHA
5	31532266	31552902	C5orf22
5	31798924	32108135	PDZD2
5	32124718	32174034	GOLPH3
5	32227007	32312838	MTMR12
5	32354350	32444658	ZFR
5	32585499	32601084	SUB1
5	33440696	33467708	TARS
5	33986986	34008019	AMACR
5	34656328	34830765	RAI14
5	34915715	34925495	BRIX1
5	34929593	34954714	DNAJC21
5	36103312	36151913	LMBRD2
5	36192589	36242279	NADK2
5	36606355	36686269	SLC1A3
5	36876759	37064892	NIPBL
5	37291633	37370977	NUP155
5	37379310	37752573	WDR70
5	38474963	38595405	LIFR
5	38937921	39074377	RICTOR
5	39284276	39364464	C9
5	39371674	39425233	DAB2
5	40711576	40755970	TTC33
5	40759379	40798189	PRKAA1
5	40831328	40835185	RPL37
5	40909497	40981573	C7
5	41142146	41261438	C6
5	41306946	41510526	PLCXD3
5	41730065	41870358	OXCT1
5	41904368	41917299	C5orf51
5	41925252	41941281	FBXO4
5	43287470	43313512	HMGCS1
5	43526268	43557419	PAIP1
5	43602689	43704404	NNT
5	44808925	44815202	MRPS30
5	45254950	45696093	HCN1
5	50396197	50441151	EMB
5	52787940	52801840	PELO
5	52788302	52952451	ITGA1
5	52989326	53090599	ITGA2
5	53095679	53109729	MOCS2
5	53560635	53683221	NDUFS4
5	53884784	54310479	ARL15
5	54517759	54543432	SNX18
5	55102646	55110182	GZMA
5	55256245	55307573	DHX29
5	55625845	55712335	SLC38A9
5	55935097	55994993	IL6ST
5	56909260	56925336	SETD9
5	57173948	57262752	GPBP1
5	57480016	57482707	ACTBL2
5	58583112	58851351	RAB3C
5	58969041	60488098	PDE4D
5	60751789	60844274	ELOVL7
5	60945129	61152955	NDUFAF2
5	61157709	61162475	SMIM15
5	62306162	62385569	KIF2A
5	62388524	62403772	DIMT1
5	62412746	62627318	IPO11
5	63960048	63961719	HTR1A
5	64505947	64609252	RGS7BP
5	64768918	65018321	CWC27
5	65563236	65587396	PPWD1
5	65624731	65664611	TRAPPC13
5	65665928	65722114	SGTB
5	65722196	65822915	NLN
5	66144218	66178868	SREK1
5	66596348	67167051	MAST4
5	68215756	68297601	PIK3R1
5	69093949	69129617	SLC30A5
5	69492292	69553671	OCLN
5	71587288	71656860	MCCC2
5	71719163	71720615	CARTPT
5	72107291	72205239	MAP1B
5	72219409	72320221	MRPS27
5	72320367	72358427	PTCD2
5	72816591	72914388	TNPO1
5	72955981	73088090	FCHO2
5	73498425	73505238	BTF3
5	73565741	73580094	UTP15
5	73626158	73941013	ARHGEF28
5	74627406	74641424	ENC1
5	74640023	74721175	HEXB
5	74721204	74767371	GFM2
5	74766991	74776671	NSA2
5	74777574	74866838	FAM169A
5	75371103	75511844	COL4A3BP
5	76083414	76353160	SV2C
5	76403255	76707313	IQGAP2
5	76952855	76968885	CRHBP
5	77210881	77426554	PDE8B
5	77432244	77492220	WDR41
5	77691169	77776257	TBCA
5	78002326	78294579	AP3B1
5	78360503	78475668	SCAMP1
5	78485215	78648825	LHFPL2
5	78777211	78985943	ARSB
5	79111781	79131116	BHMT
5	79236102	79327215	JMY
5	79373824	79512774	HOMER1
5	79976716	79991238	MTX3
5	79991296	80083141	THBS4
5	80111227	80255922	SERINC5
5	80408013	80477377	ZFYVE16
5	80654648	80875862	MSH3
5	80960689	81225770	RASGRF2
5	81233320	81266258	CKMT2
5	81417360	81751042	SSBP2
5	82273320	82278323	RPS23
5	83052846	83077323	TMEM167A
5	83077498	83353242	XRCC4
5	83471674	83580434	VCAN
5	83638198	83721077	HAPLN1
5	83940595	84384374	EDIL3
5	86617967	86620766	COX7C
5	87268253	87390883	RASA1
5	87394262	87412794	CCNH
5	88189633	88268723	TMEM161B
5	88718241	88904105	MEF2C
5	90393335	90409661	CETN3
5	90458203	90474292	MBLAC2
5	90558800	91163900	ADGRV1
5	93583337	93593842	NR2F1
5	93617725	94111699	FAM172A
5	94705537	95284575	MCTP1
5	95463895	95555005	TTC37
5	95555121	95603526	ARSK
5	95620276	95621580	GPR150
5	95646777	95656309	RFESD
5	95731146	95793174	RHOBTB3
5	95813849	95822662	GLRX
5	96390336	96433042	PCSK1
5	96662037	96773412	CAST
5	96760810	96814145	ERAP1
5	96875940	96917605	ERAP2
5	96935642	97028533	LNPEP
5	98769295	98793753	RGMB
5	98855204	98926386	CHD1
5	100535305	100586184	FAM174A
5	102865823	103029065	PAM
5	103120254	103201634	PPIP5K2
5	103258741	103276540	C5orf30
5	103548855	103562801	NUDT12
5	107376889	107670613	EFNA5
5	107859033	108381691	FBXL17
5	108747822	109187575	FER
5	109334709	109409974	PJA2
5	109689366	109866998	MAN2A1
5	110738136	110761782	SLC25A46
5	111092172	111126883	WDR36
5	111224249	111484466	CAMK4
5	112162618	112419039	EPB41L4A
5	112707505	112844126	APC
5	112861188	112891607	SRP19
5	112876384	112922190	REEP5
5	112976710	113013484	DCP2
5	113022099	113488414	MCC
5	113513694	113595287	YTHDC2
5	114362319	114496182	KCNN2
5	115124762	115180037	TRIM36
5	115210830	115262851	PGGT1B
5	115520911	115544894	FEM1C
5	115578496	115602479	TICAM2
5	115613208	115625792	TMED7
5	115828197	115841552	ATG12
5	115841922	115913490	AP3S1
5	116084976	116292489	COMMD10
5	116443555	116574926	SEMA6A
5	118836074	118988511	DTWD2
5	119071087	119247219	DMXL1
5	119268692	119393381	TNFAIP8
5	119452443	119541994	HSD17B4
5	121961961	122027126	SRFBP1
5	122774996	122829648	SNX2
5	122845465	123007749	SNX24
5	123023383	123036625	PPIC
