CHROM	GeneStart	GeneEnd	GeneName
2	186693971	186765965	FAM171B
2	187343129	187448460	CALCRL
2	187464230	187565760	TFPI
2	188291669	188595931	GULP1
2	188974320	189012746	COL3A1
2	189031896	189179879	COL5A2
2	189441433	189475565	WDR75
2	189560579	189583758	SLC40A1
2	189661385	189670831	ASNSD1
2	189674290	189761193	ANKAR
2	189746660	189763227	OSGEPL1
2	189770323	189784371	ORMDL1
2	189784085	189877629	PMS1
2	189879609	190203484	C2orf88
2	190055697	190062729	MSTN
2	190189735	190344193	HIBCH
2	190343470	190371665	INPP1
2	190408355	190509205	MFSD6
2	190504342	190534722	NEMP2
2	190534855	190568102	AC108047.1
2	190607660	190649840	AC006460.2
2	190646746	190692766	NAB1
2	190880827	190965552	GLS
2	190964358	191020960	STAT1
2	191029576	191151596	STAT4
2	191245185	191425389	MYO1B
2	191678068	191696659	NABP1
2	191834302	191847255	CAVIN2
2	191949043	192195709	TMEFF2
2	195575977	195737702	SLC39A10
2	195737703	196068812	DNAH7
2	196133566	196176503	STK17B
2	196194370	196593692	HECW2
2	196639554	196763490	CCDC150
2	196763032	196799725	GTF3C3
2	196833004	196927796	PGAP1
2	196967017	197311173	ANKRD44
2	197389784	197435091	SF3B1
2	197453423	197475308	COQ10B
2	197486581	197516737	HSPD1
2	197499994	197503457	HSPE1
2	197515571	197553699	MOB4
2	197568224	197676045	RFTN2
2	197705369	197708387	MARS2
2	197804702	198572581	PLCL1
2	199269500	199471266	SATB2
2	199457700	199476935	SATB2-AS1
2	199760544	199851173	FTCDNL1
2	199911256	199955935	C2orf69
2	199929975	199955736	TYW5
2	199955317	200008540	MAIP1
2	200305881	200482263	SPATS2L
2	200488952	200519784	KCTD18
2	200510008	200583782	SGO2
2	200585868	200677064	AOX1
2	200712305	200735177	LINC01792
2	200810594	200827338	BZW1
2	200853009	200864744	CLK1
2	200870907	200889303	PPIL3
2	200889327	200903930	NIF3L1
2	200908973	200963680	ORC2
2	200973718	201071671	FAM126B
2	201071433	201085750	NDUFB3
2	201116104	201176687	CFLAR
2	201182881	201229406	CASP10
2	201233443	201287711	CASP8
2	201288271	201357398	ALS2CR12
2	201377207	201451579	TRAK2
2	201387858	201480846	STRADB
2	201487425	201619178	C2CD6
2	201620184	201643570	TMEM237
2	201700554	201781189	ALS2
2	202034587	202038445	FZD7
2	202073289	202205203	KIAA2012
2	202206180	202238608	SUMO1
2	202265716	202303666	NOP58
2	202374932	202375604	AC064836.3
2	202376936	202567751	BMPR2
2	202635188	202769757	FAM117B
2	202773150	202871985	ICA1L
2	202840331	202841781	KRT8P15
2	202874782	203014798	WDR12
2	202912214	202987063	CARF
2	203014879	203226378	NBEAL1
2	203238940	203305611	CYP20A1
2	203328219	203447723	ABI2
2	203394345	203535410	RAPH1
2	204545793	205620162	PARD3B
2	205681990	205798133	NRP2
2	205993721	206086303	INO80D
2	206084605	206086564	AC007383.2
2	206114817	206159603	NDUFS1
2	206159585	206162928	EEF1B2
2	206274663	206314428	ZDBF2
2	206443539	206621130	ADAM23
2	206737763	206765547	MDH1B
2	206765357	206792509	FASTKD2
2	206866795	206868289	AC008269.1
2	206939554	206969474	CPO
2	207074137	207167267	KLF7
2	207529737	207603431	CREB1
2	207580631	207625928	METTL21A
2	207711540	207761839	CCNYL1
2	207762586	207769563	FZD5
2	207821288	208025560	PLEKHM3
2	208165343	208190073	C2orf80
2	208236227	208266074	IDH1
2	208266267	208358751	PIKFYVE
2	208359714	208854503	PTH2R
2	209424058	209734118	MAP2
2	209771993	209999300	UNC80
2	210002565	210022259	RPE
2	210021423	210171383	KANSL1L
2	210028417	210029156	AC007038.2
2	210030733	210064356	AC007038.1
2	210187939	210225491	ACADL
2	210431249	210477652	LANCL1
2	210477682	210679107	CPS1
2	211375717	212538841	ERBB4
2	212999691	213152427	IKZF2
2	213152970	213153659	AC079610.2
2	213284379	214410501	SPAG16
2	214411065	214578959	VWC2L
2	214725646	214809711	BARD1
2	215311817	215349773	ATIC
2	215360440	215436172	FN1
2	215942805	216034096	MREG
2	215996329	216082955	PECR
2	216081866	216102783	TMEM169
2	216107464	216206303	XRCC5
2	216211404	216213519	AC012513.3
2	216217045	216220192	LINC01963
2	216257865	216372027	MARCH4
2	216412414	216483053	SMARCAL1
2	216498189	216579180	RPL37A
2	216632828	216664436	IGFBP2
2	216672105	216695525	IGFBP5
2	217284019	217756593	DIRC3
2	217799789	218002995	TNS1
2	218217094	218254356	ARPC2
2	218255319	218257366	AC021016.2
2	218264123	218270257	AAMP
2	218270392	218346793	PNKD
2	218274192	218292586	TMBIM1
2	218382029	218396894	SLC11A1
2	218398256	218405941	CTDSP1
2	218450251	218568361	USP37
2	218568580	218597080	CNOT9
2	218607765	218637184	PLCD4
2	218637916	218659655	ZNF142
2	218658764	218663443	BCS1L
2	218663864	218672411	RNF25
2	218672026	218702716	STK36
2	218710845	218755416	TTLL4
2	218781749	218815293	CYP27A1
2	218859821	218874233	WNT6
2	218880363	218899581	WNT10A
2	218959655	218962162	CDK5R2
2	219002846	219041527	CFAP65
2	219069354	219069809	AC097468.3
2	219075317	219160865	NHEJ1
2	219171897	219178106	CNPPD1
2	219176225	219185479	RETREG2
2	219195237	219209651	ZFAND2B
2	219209768	219218990	ABCB6
2	219209772	219229717	ATG9A
2	219229757	219236669	ANKZF1
2	219236606	219245478	GLB1L
2	219245455	219250337	STK16
2	219249711	219278170	TUBA4A
2	219279267	219286900	DNAJB2
2	219289623	219309648	PTPRN
2	219327409	219333177	RESP18
2	219373546	219400022	DNPEP
2	219418377	219426739	DES
2	219434846	219498287	SPEG
2	219498867	219506989	GMPPA
2	219514170	219538772	ASIC4
2	219538947	219543787	CHPF
2	219543663	219550595	TMEM198
2	219550729	219571859	OBSL1
2	219597860	219616451	STK11IP
2	219627327	219641980	SLC4A3
2	220450679	220704566	AC067956.1
2	220791078	220797893	AC093843.1
2	221418027	221574202	EPHA4
2	221572506	221574454	AC079834.2
2	222317242	222318653	AC010980.2
2	222424517	222560948	SGPP2
2	222566899	222569719	AC097461.1
2	222570536	222656337	FARSB
2	222860934	222944639	ACSL3
2	223051814	223198399	KCNE4
2	223596940	223602503	SCG2
2	223751686	223838027	AP1S3
2	223855716	223945387	WDFY1
2	223957404	223967714	MRPL44
2	223975112	224039319	SERPINE2
2	224378698	224402085	FAM124B
2	224470150	224585397	CUL3
2	224765090	225042445	DOCK10
2	225399710	225654018	NYAP2
2	225698514	225703654	AC016717.2
2	226731317	226799759	IRS1
2	226835581	226999215	RHBDD1
2	227002711	227164113	COL4A4
2	227164565	227314792	COL4A3
2	227221052	227325201	AC097662.1
2	227325151	227357836	MFF
2	227472152	227561214	AGFG1
2	227685210	227718012	SLC19A3
2	227871054	227924344	DAW1
2	227979950	228181645	SPHKAP
2	228850526	229271285	PID1
2	229357629	229714558	DNER
2	229763838	229923239	TRIP12
2	229922302	230013109	FBXO36
2	230034974	230068999	SLC16A14
2	230167293	230225729	SP110
2	230203110	230313215	SP140
2	230327184	230403732	SP140L
2	230415942	230544090	SP100
2	230712845	230821075	CAB39
2	230864639	230879248	ITM2C
2	230886500	230897091	AC012507.2
2	230907318	230961066	GPR55
2	231037490	231049719	C2orf72
2	231052040	231052637	AC009407.1
2	231056864	231172827	PSMD1
2	231198546	231374837	ARMC9
2	231395543	231401164	B3GNT7
2	231453531	231483641	NCL
2	231493708	231495299	AC017104.4
2	231508426	231514339	LINC00471
2	231706895	231713541	PTMA
2	231732425	231786272	PDE6D
2	231781671	231809254	COPS7B
2	231809846	231812352	AC073476.3
2	231921820	231926403	NPPC
2	231961245	232344350	DIS3L2
2	232343116	232343903	AC068134.3
2	232520463	232525716	PRSS56
2	232547968	232550592	TIGD1
2	232550052	232583644	EIF4E2
2	232606057	232682781	EFHD1
2	232697299	232860575	GIGYF2
2	232857270	232878708	C2orf82
2	232878686	233013272	NGEF
2	233059967	233207903	INPP5D
2	233210051	233295674	ATG16L1
2	233275727	233276002	SCARNA5
2	233288676	233288940	SCARNA6
2	233354507	233472104	DGKD
2	233475520	233566782	USP40
2	233865437	233868444	MSL3P1
2	234493041	234497053	ARL4C
2	234951973	235055714	SH3BP4
2	235494089	236131800	AGAP1
2	236324147	236507542	IQCA1
2	236567787	236582358	ACKR3
2	237059434	237085817	AC105760.2
2	237085312	237100466	COPS8
2	237324003	237414375	COL6A3
2	237627576	237813682	LRRFIP1
2	237858893	237912114	RAMP1
2	237966827	238042782	UBE2F
2	238060889	238099413	SCLY
2	238158982	238168900	ERFE
2	238170401	238203729	ILKAP
2	238224552	238231677	AC016757.1
2	238238267	238240662	HES6
2	238244038	238290102	PER2
2	238320441	238400900	TRAF3IP1
2	238426742	238452250	ASB1
2	239048168	239401654	HDAC4
2	239892450	240025402	NDUFA10
2	240126563	240136807	COPS9
2	240139026	240144562	OTOS
2	240435671	240468078	GPC1
2	240449315	240456714	PP14571
2	240479422	240569209	ANKMY1
2	240560054	240564014	DUSP28
2	240565804	240581372	RNPEPL1
2	240582700	240586699	CAPN10-AS1
2	240586716	240617705	CAPN10
2	240605431	240631259	GPR35
2	240713764	240820308	KIF1A
2	240998838	241095568	SNED1
2	241072169	241102332	MTERF4
2	241106099	241150264	PASK
2	241149576	241183652	PPP1R7
2	241188509	241225377	ANO7
2	241227264	241317061	HDLBP
2	241315100	241354027	SEPT2
2	241356243	241494841	FARP2
2	241492674	241509730	STK25
2	241551424	241574138	BOK
2	241584405	241637449	THAP4
2	241637213	241673857	ATG4B
2	241675742	241686991	DTYMK
2	241687085	241729478	ING5
2	241734579	241768816	D2HGDH
2	241776825	241804208	GAL3ST2
2	241808312	241812016	AC131097.3
2	241808825	241817413	NEU4
2	241869600	241873823	RTP5
2	241893985	241902551	AC131097.2
2	242001209	242006013	AC093642.2
2	242087351	242088457	LINC01238
2	242088633	242160153	LINC01881
3	195758	197341	CHL1-AS2
3	196596	409417	CHL1
3	536231	846015	LINC01266
3	1092576	1404217	CNTN6
3	2098813	3057956	CNTN4
3	3126916	3150879	TRNT1
3	3144628	3179727	CRBN
3	3152942	3153435	AC024060.1
3	3700814	4467281	SUMF1
3	3799437	3847703	LRRN1
3	4303304	4317567	SETMAR
3	4493348	4847840	ITPR1
3	4896809	4979961	BHLHE40-AS1
3	4979116	4985323	BHLHE40
3	5122220	5180912	ARL8B
3	5187646	5219957	EDEM1
3	6770001	7741533	GRM7
3	7952805	8611924	LMCD1-AS1
3	8501707	8574673	LMCD1
3	8619400	8745040	SSUH2
3	8750408	8769628	OXTR
3	8775402	8963773	RAD18
3	8980591	9363053	SRGAP3
3	9349689	9398579	THUMPD3-AS1
3	9362842	9386791	THUMPD3
3	9397615	9479240	SETD5
3	9498361	9553802	LHFPL4
3	9649433	9702393	MTMR14
3	9703807	9729908	CPNE9
3	9731729	9748018	BRPF1
3	9749944	9788219	OGG1
3	9757342	9769992	CAMK1
3	9779860	9793011	TADA3
3	9792495	9807726	ARPC4
3	9793082	9835401	ARPC4-TTLL3
3	9808086	9855138	TTLL3
3	9837849	9844602	RPUSD3
3	9890554	9894349	JAGN1
3	9902612	9916402	IL17RE
3	9917074	9933630	IL17RC
3	9933822	9945413	CRELD1
3	9945542	9952394	PRRT3
3	9958717	9962539	AC018809.2
3	9962537	10011116	EMC3
3	9986893	10006990	EMC3-AS1
3	10014238	10026365	CIDECP
3	10026414	10101930	FANCD2
3	10115592	10127190	BRK1
3	10141008	10152220	VHL
3	10164865	10243743	IRAK2
3	10248023	10281218	TATDN2
3	10249372	10285796	AC022384.1
3	10284419	10285746	LINC00852
3	10285754	10293449	GHRLOS
3	10293131	10321178	SEC13
3	10324023	10708031	ATP2B2
3	10816200	10940733	SLC6A11
3	10992724	11039247	SLC6A1
3	11137093	11263557	HRH1
3	11272309	11557665	ATG7
3	11556070	11771350	VGLL4
3	11790442	11846919	TAMM41
3	12004402	12191400	SYN2
3	12153051	12159351	TIMP4
3	12287368	12434356	PPARG
3	12484432	12539623	TSEN2
3	12557014	12583713	MKRN2
3	12583601	12664226	RAF1
3	12796472	12871916	CAND2
3	12834485	12841588	RPL32
3	12897220	13073117	IQSEC1
3	13316235	13420309	NUP210
3	13479724	13506424	HDAC11
3	13549131	13638422	FBLN2
3	13816258	13880121	WNT7A
3	13926813	13927778	VN1R20P
3	14112077	14124870	CHCHD4
3	14124940	14143679	TMEM43
3	14145147	14178783	XPC
3	14178358	14201119	LSM3
3	14402576	14489349	SLC6A6
3	14489111	14556075	GRIP2
3	14651746	14672659	CCDC174
3	14810853	14934565	FGD5
3	14920347	14948424	FGD5-AS1
3	14947584	15053600	NR2C2
3	15042460	15065335	MRPS25
3	15070073	15099163	RBSN
3	15206152	15252918	CAPN7
3	15254184	15264493	SH3BP5-AS1
3	15254853	15341368	SH3BP5
3	15381275	15440566	METTL6
3	15427355	15450635	EAF1
3	15450133	15521751	COLQ
3	15560704	15601852	HACL1
3	15601341	15645822	BTD
3	15667236	15859771	ANKRD28
3	15738515	15738809	RN7SL4P
3	15878047	15879571	IMPDH1P8
3	16174649	16231992	GALNT15
3	16257978	16264972	DPH3
3	16265160	16350299	OXNAD1
3	16313574	16514026	RFTN1
3	16802651	17090594	PLCL2
3	17157162	18444817	TBC1D5
3	18345387	18445588	SATB1
3	18445024	18920401	SATB1-AS1
3	19148454	19535646	KCNH8
3	19879472	19947025	EFHB
3	19947079	19985175	RAB5A
3	20040023	20154404	KAT2B
3	21412222	22373321	ZNF385D
3	22381819	22382929	HMGB1P5
3	23203020	23591793	UBE2E2
3	23805903	23891316	UBE2E1
3	23891660	23946591	NKIRAS1
3	23916545	23923692	RPL15
3	23945260	23980618	NR1D2
3	24117160	24495282	THRB
3	25174332	25597932	RARB
3	25597905	25664907	TOP2B
3	25718944	25790039	NGLY1
3	25782917	25794534	OXSM
3	26622806	26710776	LRRC3B
3	27110085	27369460	NEK10
3	27372721	27484420	SLC4A7
3	27632976	27635427	AC098614.1
3	28241584	28325142	CMC1
3	28315003	28349127	AZI2
3	28349146	28538122	ZCWPW2
3	28349178	29767537	AC098650.1
3	28574791	30010391	RBMS3
3	30606502	30694142	TGFBR2
3	31532638	31637622	STT3B
3	31657890	32077580	OSBPL10
3	31981771	31991628	ZNF860
3	32105689	32168713	GPD1L
3	32236688	32238578	AC097639.1
3	32238679	32370325	CMTM8
3	32391671	32483067	CMTM7
3	32481312	32503408	CMTM6
3	32525971	32570874	DYNC1LI1
3	32685145	32773875	CNOT10
3	32818018	32897826	TRIM71
3	32996608	33097230	GLB1
3	33090421	33096801	TMPPE
3	33113979	33147773	CRTAP
3	33150042	33219215	SUSD5
3	33277025	33403662	FBXL2
3	33388336	33441371	UBP1
3	33496245	33718356	CLASP2
3	33798352	33869707	PDCD6IP
3	35638945	35794496	ARPP21
3	36712422	36764349	DCLK3
3	36823151	36825158	AC105749.1
3	36826820	36945057	TRANK1
3	36985043	36993168	EPM2AIP1
3	36993332	37050918	MLH1
3	37052656	37183689	LRRFIP2
3	37216779	37217988	AC097359.3
3	37241789	37244177	AC097359.2
3	37243177	37366751	GOLGA4
3	37275693	37276598	TCEA1P2
3	37386269	37435497	C3orf35
3	37452115	37823514	ITGA9
3	37745432	37861780	ITGA9-AS1
3	37861960	37984469	CTDSPL
3	37988059	38007188	VILL
3	38007496	38029762	PLCD1
3	38039205	38124025	DLEC1
3	38103129	38137242	ACAA1
3	38138478	38143022	MYD88
3	38165089	38255488	OXSR1
3	38265812	38278315	SLC22A13
3	38282294	38318575	SLC22A14
3	38346760	38421348	XYLB
3	38453851	38493142	ACVR2B
3	38496127	38542161	EXOG
3	38548057	38649673	SCN5A
3	38845769	38950561	SCN11A
3	39051998	39096671	WDR48
3	39096659	39108363	GORASP1
3	39107704	39138903	TTC21A
3	39141855	39154562	CSRNP1
3	39263494	39281735	CX3CR1
3	39383348	39397351	SLC25A38
3	39406689	39412542	RPSA
3	39467198	39529479	MOBP
3	39808914	40260321	MYRIP
3	40173145	40309698	EIF1B-AS1
3	40309684	40312424	EIF1B
3	40313802	40453329	ENTPD3-AS1
3	40387156	40428619	ENTPD3
3	40457292	40468587	RPL14
3	40477113	40490236	ZNF619
3	40505992	40518736	ZNF620
3	40524878	40574685	ZNF621
3	41194837	41260096	CTNNB1
3	41246599	41962430	ULK4
3	42013802	42225889	TRAK1
3	42257825	42266207	CCK
3	42264989	42266390	AC018358.1
3	42489299	42537573	VIPR1
3	42547969	42601080	SEC22C
3	42581840	42595114	SS18L2
3	42600614	42648741	NKTR
3	42601963	42654388	AC006059.1
3	42653684	42665854	ZBTB47
3	42692663	42702827	HHATL
3	42692663	42773253	CCDC13
3	42784298	42804531	HIGD1A
3	42804752	42887974	ACKR2
3	42905731	42917641	ZNF662
3	42979267	43060211	FAM198A
3	43079232	43106076	POMGNT2
3	43286512	43424764	SNRK
3	43354859	43691594	ANO10
3	43690113	43734371	ABHD5
3	43998081	43999149	AC006058.3
3	44117299	44122365	AC006058.1
3	44338119	44409451	TCAIM
3	44431720	44477670	ZNF445
3	44498970	44510636	ZNF852
3	44555193	44594173	ZKSCAN7
3	44578223	44599694	ZNF660
3	44584888	44648471	ZNF197
3	44648727	44660791	ZNF35
3	44667412	44669364	AC124045.1
3	44712643	44723831	ZNF502
3	44729596	44737083	ZNF501
3	44737661	44761662	KIAA1143
3	44761717	44873376	KIF15
3	44861869	44865670	TMEM42
3	44915257	44976185	ZDHHC3
3	44975241	45036066	EXOSC7
3	45001548	45036071	CLEC3B
3	45082278	45146422	CDCP1
3	45224466	45226278	TMEM158
3	45388506	45549421	LARS2
3	45555394	45686338	LIMD1
3	45679043	45689134	LIMD1-AS1
3	45689056	45745424	SACM1L
3	45755450	45796535	SLC6A20
3	45823316	45916042	LZTFL1
3	45917899	45995824	FYCO1
3	46201709	46208396	CCR1
3	46370854	46376206	CCR5
3	46407163	46412997	CCRL2
3	46416524	46423591	LINC02009
3	46435645	46485234	LTF
3	46515423	46580099	LRRC2
3	46668997	46693704	ALS2CL
3	46701333	46710886	TMIE
3	46857872	46882169	MYL3
3	46877746	46903799	PTH1R
3	46921726	46982010	CCDC12
3	46979683	47009703	NBEAL2
3	47016429	47163967	SETD2
3	47164497	47246601	KIF9-AS1
3	47228026	47283451	KIF9
3	47282917	47346816	KLHL18
3	47346950	47349073	AC104447.1
3	47379089	47380999	AC099778.1
3	47381011	47413441	PTPN23
3	47413694	47477126	SCAP
3	47495640	47513761	ELP6
3	47562239	47580792	CSPG5
3	47585272	47782106	SMARCC1
3	47802909	47850195	DHX30
3	47850690	48089272	MAP4
3	48157146	48188402	CDC25A
3	48241100	48299253	ZNF589
3	48290793	48291375	FCF1P2
3	48293264	48301685	NME6
3	48403854	48430051	PLXNB1
3	48432164	48440456	CCDC51
3	48440257	48444208	TMA7
3	48446710	48465716	ATRIP
3	48446846	48467645	AC134772.2
3	48465811	48467645	TREX1
3	48467798	48504826	SHISA5
3	48517684	48562015	PFKFB4
3	48564073	48595267	COL7A1
3	48599002	48610976	UQCRC1
3	48625723	48635493	SLC26A6
3	48636469	48662915	CELSR3
3	48673844	48686364	NCKIPSD
3	48688003	48740353	IP6K2
3	48744597	48847846	PRKAR2A
3	48847572	48851981	PRKAR2A-AS1
3	48856931	48898993	SLC25A20
3	48917788	48919385	ARIH2OS
3	48918821	48986382	ARIH2
3	48989886	49007154	P4HTM
3	49007062	49015953	WDR6
3	49015488	49022293	DALRD3
3	49020459	49023495	NDUFAF3
3	49024325	49029408	IMPDH2
3	49029707	49094363	QRICH1
3	49095932	49105135	QARS
3	49108046	49120938	USP19
3	49121114	49133118	LAMB2
3	49162535	49166321	CCDC71
3	49171611	49176486	KLHDC8B
3	49268602	49277909	C3orf62
3	49277831	49340712	USP4
3	49357176	49358600	GPX1
3	49359145	49412998	RHOA
3	49412206	49416475	TCTA
3	49416775	49422753	AMT
3	49416777	49429314	AC104452.1
3	49422946	49429326	NICN1
3	49468703	49535618	DAG1
3	49554489	49671545	BSN
3	49674002	49683963	APEH
3	49683947	49689501	MST1
3	49689499	49721529	RNF123
3	49716844	49723951	GMPPB
3	49724294	49786542	IP6K1
3	49803254	49805030	FAM212A
3	49805207	49813946	UBA7
3	49828599	49856574	TRAIP
3	49857988	49870222	CAMKV
3	49887002	49903873	MST1R
3	49908862	49930173	MON1A
3	49940007	50100045	RBM6
3	50088908	50119021	RBM5
3	50155045	50189075	SEMA3F
3	50205246	50221486	SLC38A3
3	50226292	50259355	GNAI2
3	50266641	50267371	SEMA3B-AS1
3	50267558	50277546	SEMA3B
3	50279027	50288114	LSMEM2
3	50287732	50292918	IFRD2
3	50292831	50299468	HYAL3
3	50296402	50299421	NAT6
3	50299889	50312381	HYAL1
3	50317790	50322906	HYAL2
3	50320027	50328251	TUSC2
3	50329782	50340980	RASSF1
3	50341110	50346852	ZMYND10
3	50347330	50351091	NPRL2
3	50350695	50358460	CYB561D2
3	50354749	50359610	TMEM115
3	50362799	50504244	CACNA2D2
3	50365334	50368197	CYB561D2
3	50558025	50571027	C3orf18
3	50569152	50596168	HEMK1
3	50606490	50611831	CISH
3	50611520	50649297	MAPKAPK3
3	50669989	50672048	LINC02019
3	50675241	51384198	DOCK3
3	51385047	51389397	MANF
3	51391268	51397908	RBM15B
3	51395867	51500002	DCAF1
3	51541144	51668667	RAD54L2
3	51662693	51704323	TEX264
3	51707070	51718613	GRM2
3	51933430	51941941	RRP9
3	51942345	51948867	PARP3
3	51951849	51953902	AC115284.2
3	51955314	51957504	GPR62
3	51957454	51974016	PCBP4
3	51968510	51983409	ABHD14B
3	51971426	51981199	ABHD14A
3	51974706	51989183	ABHD14A-ACY1
3	51983278	51989202	ACY1
3	51993600	51995942	RPL29
3	52048919	52056550	DUSP7
3	52075253	52154690	POC1A
3	52198086	52214327	ALAS1
3	52228610	52239260	TWF2
3	52245793	52250597	PPM1M
3	52254421	52288020	WDR82
3	52287089	52293476	GLYCTK
3	52316319	52400491	DNAH1
3	52401013	52410350	BAP1
3	52410657	52423641	PHF7
3	52433053	52445085	SEMA3G
3	52455118	52493071	NISCH
3	52495338	52524495	STAB1
3	52524385	52535054	NT5DC2
3	52534013	52579237	SMIM4
3	52545352	52685917	PBRM1
3	52681156	52694492	GNL3
3	52694488	52706032	GLT8D1
3	52704955	52711146	SPCS1
3	52708449	52770949	NEK4
3	52812975	52831479	ITIH4
3	52813282	52835729	AC006254.1
3	52833114	52835219	MUSTN1
3	52833121	52897562	TMEM110-MUSTN1
3	52836219	52897596	TMEM110
3	52903572	53046750	SFMBT1
3	53088483	53130462	RFT1
3	53156009	53192717	PRKCD
3	53224707	53256052	TKT
3	53283428	53347610	DCP1A
3	53328963	53813733	CACNA1D
3	53812335	53846390	CHDH
3	53846580	53865800	IL17RB
3	53858994	53861576	AC012467.2
3	53867066	53882202	ACTR8
3	53884410	53891988	SELENOK
3	54122547	55074557	CACNA2D3
3	55465715	55490539	WNT5A
3	55508308	56468363	ERC2
3	56557161	56621818	CCDC66
3	56620133	56683237	FAM208A
3	56727418	57079329	ARHGEF3
3	57089982	57170306	IL17RD
3	57227737	57273468	APPL1
3	57293699	57544344	DNAH12
3	57556276	57566844	PDE12
3	57571363	57598220	ARF4
3	57625457	57693089	DENND6A
3	57755450	57929168	SLMAP
3	58008400	58172251	FLNB
3	58237506	58295693	ABHD6
3	58306247	58324695	RPP14
3	58306262	58318574	HTD2
3	58332880	58426126	PXK
3	58427630	58433857	PDHB
3	58428255	58428815	AC135507.1
3	58492114	58502360	KCTD6
3	58505136	58537319	ACOX2
3	58564117	58627610	FAM107A
3	58717365	59050084	C3orf67
3	59749310	61251459	FHIT
3	61561569	62297613	PTPRG
3	62260865	62369330	PTPRG-AS1
3	62318973	62336213	C3orf14
3	62369681	62374324	FEZF2
3	62398346	62875389	CADPS
3	63228315	63616921	SYNPR
3	63741827	63827445	AC104162.1
3	63833870	63863903	THOC7
3	63864557	64003462	ATXN7
3	64010549	64024010	PSMD6
3	64092242	64445476	PRICKLE2
3	64515654	64688000	ADAMTS9
3	64684909	65011468	ADAMTS9-AS2
3	65353525	66038834	MAGI1
3	66133610	66388116	SLC25A26
3	66378797	66501263	LRIG1
3	66998307	67011210	KBTBD8
3	67360460	67654614	SUCLG2
3	67654697	67947713	SUCLG2-AS1
3	68004216	68545625	FAM19A1
3	68635705	68637024	PSMC1P1
3	68731766	68953297	FAM19A4
3	68975214	69013961	EOGT
3	69019827	69052303	TMF1
3	69054730	69080408	UBA3
3	69084944	69106066	ARL6IP5
3	69169990	69542583	FRMD4B
3	69739435	69968337	MITF
3	70954693	71583989	FOXP1
3	71584943	71587409	AC097634.1
3	71675416	71754773	EIF4E3
3	71754050	71756496	GPR27
3	72035300	72279503	LINC00877
3	72371825	72446621	RYBP
3	72749277	72861914	SHQ1
3	72888073	72998138	GXYLT2
3	72996785	73069199	PPP4R2
3	73061659	73063337	EBLN2
3	73382433	73624940	PDZRN3
3	73624410	73627626	AC117489.1
3	74262568	74521140	CNTN3
3	75421552	75435110	FAM86DP
3	75624275	75670156	RPL23AP49
3	75709643	75785583	ZNF717
3	75906695	77649964	ROBO2
3	78597240	79767815	ROBO1
3	81489699	81762161	GBE1
3	84958981	86074429	CADM2
3	86876388	86991119	VGLL3
3	87089129	87157069	LINC00506
3	87227271	87255548	CHMP2B
3	87990696	87993835	HTR1F
3	88051944	88149885	CGGBP1
3	88059274	88144665	ZNF654
3	88149743	88168729	C3orf38
3	89107524	89482134	EPHA3
3	93873033	93974066	PROS1
3	93980139	94055668	ARL13B
3	94047836	94063389	DHFR2
3	94062916	94128545	NSUN3
3	96814581	97752460	EPHA6
3	97759523	97761532	AC110491.1
3	97764521	97801242	ARL6
3	97822040	97944963	CRYBG3
3	97941818	97972457	RIOX2
3	98497912	98523066	CLDND1
3	98521132	98593723	CPOX
3	98732236	98821201	ST3GAL6
3	98795941	98901689	DCBLD2
3	99638475	99799226	COL8A1
3	99817834	100181732	CMSS1
3	99830141	100114513	FILIP1L
3	100261000	100325251	TBC1D23
3	100334701	100361635	NIT2
3	100363431	100401398	TOMM70
3	100401193	100456319	LNP1
3	100492619	100577444	TMEM45A
3	100709331	100748966	TFG
3	100749156	100993515	ABI3BP
3	101222546	101320560	IMPG2
3	101324205	101513241	SENP7
3	101561862	101566446	TRMT10C
3	101574095	101594437	PCNP
3	101648889	101677495	ZBTB11
3	101676475	101679217	ZBTB11-AS1
3	101681091	101686782	RPL24
3	101712472	101713191	PDCL3P4
3	101723925	101770562	CEP97
3	101779202	101827392	NXPE3
3	101827991	101861022	NFKBIZ
3	105366909	105576900	ALCAM
3	105655461	105869552	CBLB
3	106836811	107240641	LINC00882
3	107240692	107326964	DUBR
3	107522936	107811324	BBX
3	108036718	108038445	AC012020.1
3	108043298	108091025	CD47
3	108160812	108222570	IFT57
3	108380369	108529322	MYH15
3	108549869	108589644	KIAA1524
3	108589682	108694846	DZIP3
3	111070071	111275563	NECTIN3
3	111674676	111846447	PLCXD2
3	111732497	111976517	PHLDB2
3	111979010	111993363	ABHD10
3	111998664	112013887	TAGLN3
3	112332347	112362812	CD200
3	112525548	112528142	AC092692.1
3	112532509	112562046	ATG3
3	112561709	112585577	SLC35A5
3	112596794	112649530	CCDC80
3	112990918	113015060	GTPBP8
3	113002440	113019861	NEPRO
3	113211003	113287459	BOC
3	113286947	113441610	CFAP44
3	113442718	113515187	SPICE1
3	113532296	113629578	SIDT1
3	113648385	113696646	USF3
3	113716460	113746300	NAA50
3	113747019	113812056	ATP6V1A
3	113828182	113947174	GRAMD1C
3	113947901	113965401	ZDHHC23
3	113964137	114056613	CCDC191
3	114005833	114088422	QTRT2
3	114314501	114329714	AC093010.3
3	114314501	115147271	ZBTB20
3	115623324	115721490	GAP43
3	115802363	117139389	LSAMP
